ID del Cliente,Zona,Canal,Producto,Monto de Venta,Edad del Cliente,¿Capacitado?,Inversión en Publicidad,Mes,Asesor,% Cumplimiento Objetivo,% Clientes Nuevos,Participación en Campañas,Antigüedad del Asesor (meses)
C00976,,Unknown,Plan Retiro,18466.62,23,Sí,3990.32,Marzo,A45,88.85,0.74,Media,31
C00977,Este,Call Center,Inversión Segura,12858.27,49,No,2852.9,Marzo,A26,67.03,0.6,Media,3
C00978,,Digital,Plan Retiro,4765.33,58,Sí,1026.23,Febrero,A24,101.82,0.57,Ninguna,53
C00979,,Digital,Ahorro Plus,15655.95,65,No,3353.35,Mayo,A37,92.4,0.38,Alta,3
C00980,Oeste,Unknown,Ahorro Plus,15432.14,60,No,5067.38,Abril,A2,71.71,0.49,Alta,26
C00981,Este,Unknown,Ahorro Plus,19405.36,56,Sí,2756.1,Marzo,A29,77.97,0.58,Baja,50
C00982,Centro,Call Center,Ahorro Plus,22780.0,48,No,2822.15,Marzo,A24,90.92,0.48,Alta,17
C00983,Sur,Call Center,Inversión Segura,24562.05,59,Sí,2127.37,Abril,A31,103.86,0.66,Media,10
C00984,Sur,Unknown,Ahorro Plus,19320.77,27,Sí,3481.35,Marzo,A24,112.19,0.45,Media,2
C00985,Este,Sucursal,Inversión Segura,16393.1,47,No,2329.02,Febrero,A35,87.99,0.26,Baja,24
C00986,Este,Digital,Ahorro Plus,7863.33,69,Sí,4021.5,Febrero,A36,69.53,0.27,Alta,11
C00987,,Unknown,Inversión Segura,16010.1,35,No,2342.42,Abril,A19,93.58,0.1,Ninguna,24
C00988,Oeste,Call Center,Plan Retiro,16074.7,41,Sí,3341.79,Marzo,A48,116.77,0.34,Media,35
C00989,Este,Call Center,Ahorro Plus,14006.8,69,No,2953.66,Marzo,A50,65.66,0.7,Ninguna,23
C00990,,Unknown,Inversión Segura,18164.84,26,No,4555.11,Mayo,A30,75.68,0.74,Media,32
C00991,,Agente,Plan Retiro,20609.53,48,No,3409.48,Marzo,A18,99.16,0.26,Alta,23
C00992,,Unknown,Ahorro Plus,10907.98,32,No,4387.01,Febrero,A26,92.3,0.87,Alta,34
C00993,,Unknown,Ahorro Plus,10830.08,21,Desconocido,3108.62,Enero,A31,81.82,0.5,Alta,41
C00994,,Call Center,Ahorro Plus,14303.54,57,Sí,2829.26,Enero,A18,93.3,0.83,Media,19
C00995,,Sucursal,Inversión Segura,11923.85,-1,Sí,2961.81,Enero,A48,104.66,0.67,Alta,2
C00996,,Agente,Inversión Segura,6793.73,62,Sí,2228.59,Enero,A40,88.52,0.68,Media,51
C00997,,Unknown,Plan Retiro,10017.04,26,Sí,3531.67,Marzo,A44,87.21,0.17,Media,2
C00998,,Call Center,Inversión Segura,8838.39,43,Desconocido,2309.64,Marzo,A13,98.84,0.28,Alta,15
C00999,Centro,Unknown,Inversión Segura,21042.25,21,Sí,3112.46,Mayo,A30,85.94,0.11,Alta,56
C01000,,Unknown,Ahorro Plus,23514.14,34,No,3855.2,Marzo,A44,107.14,0.67,Baja,21
C01001,Norte,Agente,Ahorro Plus,9522.83,33,No,4583.55,Enero,A45,120.4,0.38,Ninguna,35
C01002,,Agente,Ahorro Plus,17730.37,32,Sí,3162.86,Abril,A27,76.61,0.73,Alta,5
C01003,Este,Unknown,Ahorro Plus,19367.58,52,No,3861.21,Abril,A48,71.25,0.37,Alta,43
C01004,Este,Digital,Ahorro Plus,7538.66,69,Sí,3741.89,Febrero,A21,95.58,0.76,Ninguna,27
C01005,Oeste,Unknown,Ahorro Plus,15804.89,22,No,2617.62,Febrero,A45,70.72,0.2,Alta,24
C01006,,Unknown,Ahorro Plus,27667.58,22,Sí,5107.8,Marzo,A31,70.46,0.24,Ninguna,7
C01007,Oeste,Unknown,Plan Retiro,18385.73,37,Desconocido,2423.76,Abril,A24,59.26,0.37,Alta,6
C01008,,Call Center,Plan Retiro,13773.5,32,Desconocido,3090.99,Enero,A37,84.27,0.43,Ninguna,46
C01009,,Agente,Plan Retiro,12199.07,35,Sí,4454.12,Enero,A17,89.51,0.38,Media,33
C01010,Norte,Digital,Plan Retiro,4887.69,64,Sí,4429.46,Enero,A12,82.24,0.71,Ninguna,58
C01011,,Digital,Ahorro Plus,17352.37,19,No,3014.32,Marzo,A4,110.85,0.18,Media,49
C01012,,Unknown,Plan Retiro,24739.08,46,Sí,3990.42,Marzo,A26,109.74,0.38,Baja,17
C01013,,Unknown,Ahorro Plus,10932.28,30,No,2776.03,Mayo,A25,118.93,0.77,Alta,46
C01014,Sur,Unknown,Plan Retiro,5322.08,21,No,2511.32,Enero,A25,90.7,0.15,Alta,42
C01015,,Digital,Inversión Segura,N/A,59,Sí,1787.21,Enero,A18,107.76,0.85,Baja,30
C01016,,Unknown,Plan Retiro,19408.0,62,No,3723.88,Marzo,A16,94.63,0.89,Media,8
C01017,,Unknown,Plan Retiro,12857.5,27,No,3829.22,Marzo,A42,93.13,0.17,Ninguna,40
C01018,,Unknown,Ahorro Plus,10897.66,48,Desconocido,2432.11,Mayo,A19,82.99,0.33,Media,46
C01019,Norte,Agente,Plan Retiro,15095.77,58,Desconocido,3268.1,Mayo,A38,56.05,0.4,Ninguna,7
C01020,Oeste,Unknown,Inversión Segura,16148.5,-1,Sí,5650.99,Febrero,A50,99.56,0.72,Media,6
C01021,Oeste,Sucursal,Ahorro Plus,8058.05,20,Sí,4146.68,Abril,A18,107.31,0.58,Ninguna,4
C01022,,Agente,Ahorro Plus,13913.58,65,Desconocido,2098.52,Enero,A17,67.12,0.62,Ninguna,1
C01023,Este,Digital,Plan Retiro,12513.66,63,Desconocido,4001.56,Enero,A45,89.85,0.71,Media,15
C01024,,Digital,Ahorro Plus,11795.48,26,Sí,2103.14,Mayo,A35,104.87,0.19,Ninguna,31
C01025,,Unknown,Ahorro Plus,9914.82,47,No,104.78,Mayo,A1,84.61,0.77,Ninguna,25
C01026,,Agente,Ahorro Plus,19706.29,28,No,2979.59,Febrero,A15,107.9,0.66,Alta,47
C01027,Norte,Unknown,Ahorro Plus,11778.07,52,Sí,4563.2,Abril,A2,87.9,0.56,Baja,33
C01028,,Unknown,Ahorro Plus,5025.27,54,No,4397.45,Febrero,A44,82.12,0.81,Alta,52
C01029,,Unknown,Ahorro Plus,16321.49,59,Sí,3377.24,Abril,A34,108.75,0.66,Ninguna,35
C01030,Sur,Digital,Inversión Segura,18626.0,30,Desconocido,2458.27,Enero,A26,75.99,0.26,Alta,55
C01031,,Call Center,Plan Retiro,N/A,53,Sí,3486.45,Febrero,A29,79.13,0.44,Alta,5
C01032,Oeste,Unknown,Inversión Segura,12201.69,30,No,2730.84,Mayo,A16,76.57,0.5,Media,5
C01033,,Unknown,Ahorro Plus,11754.73,29,Sí,2486.34,Febrero,A12,72.86,0.14,Media,36
C01034,Oeste,Agente,Ahorro Plus,13266.73,54,No,4062.0,Febrero,A48,92.3,0.86,Ninguna,17
C01035,,Unknown,Plan Retiro,20534.25,27,No,2473.96,Enero,A9,82.31,0.2,Ninguna,53
C01036,,Agente,Inversión Segura,14429.7,26,Sí,4127.24,Mayo,A20,97.33,0.66,Media,52
C01037,Este,Unknown,Plan Retiro,19197.97,69,No,2407.81,Mayo,A25,63.98,0.5,Alta,14
C01038,,Digital,Inversión Segura,10155.84,24,No,5058.49,Marzo,A31,73.16,0.12,Baja,58
C01039,Oeste,Unknown,Ahorro Plus,13081.55,19,Sí,1359.37,Marzo,A5,90.77,0.84,Media,29
C01040,,Unknown,Plan Retiro,19770.07,40,No,2043.23,Marzo,A15,112.05,0.78,Media,8
C01041,,Agente,Plan Retiro,10971.97,56,Sí,2844.63,Enero,A43,95.68,0.52,Media,34
C01042,Sur,Digital,Ahorro Plus,20060.68,57,No,1015.96,Febrero,A43,81.16,0.28,Media,40
C01043,Este,Call Center,Plan Retiro,11858.08,56,No,429.01,Mayo,A50,67.66,0.2,Media,1
C01044,,Agente,Inversión Segura,13391.69,38,No,1024.59,Mayo,A28,80.28,0.39,Baja,29
C01045,,Unknown,Inversión Segura,23350.81,40,Sí,2707.91,Febrero,A6,89.36,0.3,Media,36
C01046,,Call Center,Inversión Segura,12820.91,46,Sí,2733.29,Mayo,A50,54.63,0.51,Ninguna,51
C01047,Centro,Call Center,Inversión Segura,15726.73,31,No,3333.0,Febrero,A33,71.8,0.87,Media,37
C01048,,Sucursal,Ahorro Plus,18082.18,43,No,2803.0,Enero,A50,78.94,0.56,Alta,29
C01049,Centro,Unknown,Plan Retiro,16132.54,68,No,3299.52,Enero,A24,86.14,0.81,Ninguna,5
C01050,Centro,Agente,Inversión Segura,16275.27,22,No,2549.78,Enero,A49,89.18,0.62,Media,53
C01051,Norte,Call Center,Ahorro Plus,14717.3,48,Sí,3714.82,Febrero,A23,80.84,0.48,Alta,32
C01052,Sur,Sucursal,Plan Retiro,8488.8,42,Sí,3594.31,Febrero,A9,97.59,0.78,Baja,52
C01053,,Unknown,Plan Retiro,16741.45,48,Sí,2673.31,Abril,A26,91.87,0.48,Media,24
C01054,,Digital,Ahorro Plus,11337.66,67,Sí,3533.01,Mayo,A12,-5.0,0.79,Ninguna,19
C01055,,Unknown,Ahorro Plus,18878.84,37,Sí,2809.35,Mayo,A43,99.66,0.33,Media,12
C01056,,Unknown,Inversión Segura,21860.31,61,Sí,1477.67,Abril,A40,98.43,0.2,Desconocido,52
C01057,Este,Agente,Plan Retiro,5972.21,34,Sí,3904.5,Abril,A30,68.19,0.78,Alta,1
C01058,,Call Center,Plan Retiro,21869.04,62,Sí,2093.18,Enero,A12,89.52,0.57,Media,7
C01059,Oeste,Unknown,Ahorro Plus,12944.71,19,Sí,3893.82,Abril,A9,103.35,0.81,Ninguna,17
C01060,,Unknown,Plan Retiro,14345.25,42,Sí,3324.03,Febrero,A20,105.86,0.85,Ninguna,34
C01061,Norte,Unknown,Inversión Segura,10438.06,30,Sí,2915.48,Marzo,A2,95.56,0.14,Alta,43
C01062,Norte,Unknown,Plan Retiro,15942.34,56,Sí,1123.01,Febrero,A45,86.5,0.5,Alta,7
C01063,,Unknown,Ahorro Plus,15334.07,45,No,4539.75,Abril,A24,96.32,0.4,Media,17
C01064,,Sucursal,Ahorro Plus,20384.61,59,Sí,2636.89,Mayo,A4,102.12,0.6,Baja,59
C01065,Centro,Call Center,Inversión Segura,11293.03,23,Sí,3634.56,Febrero,A48,91.74,0.73,Baja,3
C01066,Oeste,Unknown,Inversión Segura,23304.01,20,Sí,2886.03,Mayo,A31,93.43,0.32,Baja,29
C01067,Norte,Call Center,Plan Retiro,18323.57,52,Sí,2728.56,Febrero,A9,86.25,0.55,Desconocido,22
C01068,,Agente,Plan Retiro,15454.84,35,Sí,3192.81,Mayo,A35,69.95,0.67,Ninguna,38
C01069,Norte,Agente,Ahorro Plus,14096.08,28,No,3026.57,Febrero,A44,87.38,0.21,Media,54
C01070,Este,Agente,Inversión Segura,13467.15,37,No,2733.01,Mayo,A40,79.84,0.75,Alta,43
C01071,,Unknown,Inversión Segura,13793.28,22,Sí,2944.69,Marzo,A15,79.89,0.58,Media,29
C01072,Norte,Unknown,Inversión Segura,15842.01,36,Sí,3427.06,Enero,A22,111.51,0.86,Ninguna,50
C01073,Este,Unknown,Plan Retiro,13955.0,39,No,3497.82,Febrero,A47,104.27,0.37,Baja,50
C01074,,Sucursal,Inversión Segura,11797.35,36,Sí,3043.36,Marzo,A38,64.6,0.19,Media,54
C01075,,Agente,Ahorro Plus,15872.3,64,Sí,3620.94,Enero,A3,73.73,0.51,Baja,42
C01076,,Unknown,Ahorro Plus,10818.56,33,No,2575.93,Febrero,A8,84.55,0.17,Ninguna,5
C01077,Norte,Call Center,Plan Retiro,16612.33,41,No,5224.89,Marzo,A15,80.39,0.88,Media,30
C01078,,Unknown,Plan Retiro,13884.66,58,Sí,4485.59,Marzo,A13,94.76,0.13,Media,23
C01079,Norte,Digital,Inversión Segura,18483.65,21,No,3762.44,Marzo,A50,71.35,0.7,Ninguna,55
C01080,,Unknown,Plan Retiro,19945.37,32,Sí,1058.42,Abril,A29,104.38,0.52,Ninguna,21
C01081,Sur,Unknown,Ahorro Plus,N/A,42,Sí,3606.02,Mayo,A8,89.34,0.39,Media,56
C01082,,Unknown,Inversión Segura,16590.53,61,No,2663.36,Enero,A22,84.89,0.15,Media,26
C01083,Sur,Unknown,Ahorro Plus,17174.16,52,Sí,2021.32,Mayo,A29,89.79,0.6,Media,54
C01084,Norte,Unknown,Inversión Segura,13386.24,31,Sí,2637.9,Mayo,A20,83.74,0.57,Alta,47
C01085,,Unknown,Plan Retiro,18388.2,66,Desconocido,,Mayo,A47,59.54,0.32,Ninguna,21
C01086,Sur,Agente,Inversión Segura,18952.51,36,Desconocido,3506.8,Marzo,A15,90.18,0.83,Media,20
C01087,Centro,Sucursal,Inversión Segura,7163.35,55,Sí,4615.99,Mayo,A37,85.19,0.34,Ninguna,23
C01088,Norte,Call Center,Ahorro Plus,16891.74,53,No,3826.03,Abril,A10,75.68,0.46,Alta,4
C01089,Sur,Sucursal,Ahorro Plus,21840.65,24,No,5762.53,Febrero,A28,106.46,0.54,Media,21
C01090,Centro,Unknown,Inversión Segura,N/A,47,No,1446.39,Marzo,A14,100.04,0.18,Alta,21
C01091,Centro,Call Center,Plan Retiro,12127.27,36,Sí,2493.97,Enero,A10,126.58,0.85,Baja,1
C01092,,Call Center,Plan Retiro,12900.68,66,Sí,,Febrero,A4,102.52,0.4,Media,15
C01093,Norte,Sucursal,Ahorro Plus,7475.62,42,Sí,4229.37,Febrero,A13,80.35,0.16,Baja,17
C01094,Centro,Unknown,Plan Retiro,15629.92,33,Sí,2779.45,Febrero,A19,76.41,0.41,Alta,51
C01095,,Call Center,Ahorro Plus,15149.83,64,Sí,3189.52,Mayo,A15,82.59,0.58,Alta,14
C01096,Sur,Sucursal,Plan Retiro,15985.13,57,No,3633.69,Mayo,A29,80.0,0.51,Alta,59
C01097,Este,Call Center,Inversión Segura,17079.88,68,No,1545.21,Marzo,A33,91.63,0.66,Alta,19
C01098,Norte,Digital,Ahorro Plus,11010.03,25,Sí,2378.65,Mayo,A34,66.92,0.14,Baja,50
C01099,,Unknown,Ahorro Plus,16366.0,35,No,3997.27,Mayo,A10,99.71,0.33,Media,34
C01100,,Agente,Inversión Segura,17215.99,45,Sí,2451.91,Mayo,A2,91.37,0.76,Baja,6
C01101,,Call Center,Ahorro Plus,12558.04,33,No,1286.36,Marzo,A45,-5.0,0.16,Media,45
C01102,Sur,Digital,Plan Retiro,17100.59,69,Desconocido,2097.74,Marzo,A22,72.84,0.78,Alta,49
C01103,,Agente,Plan Retiro,15403.53,36,Desconocido,2713.73,Abril,A15,93.7,0.17,Alta,6
C01104,,Agente,Ahorro Plus,11844.05,59,No,3166.76,Abril,A25,109.49,0.77,Alta,53
C01105,Sur,Unknown,Plan Retiro,16413.94,34,Sí,2929.19,Abril,A39,77.09,0.39,Ninguna,54
C01106,Centro,Call Center,Ahorro Plus,13546.45,62,Sí,2385.78,Abril,A8,76.68,0.59,Baja,5
C01107,Norte,Sucursal,Inversión Segura,18485.33,30,No,,Febrero,A4,100.68,0.22,Alta,7
C01108,,Call Center,Ahorro Plus,13804.17,24,Desconocido,2870.94,Febrero,A14,75.46,0.15,Alta,33
C01109,,Digital,Inversión Segura,8551.17,44,Sí,3209.4,Abril,A26,86.5,0.27,Ninguna,13
C01110,Centro,Agente,Plan Retiro,16334.93,27,Sí,2439.04,Abril,A47,112.14,0.2,Baja,51
C01111,,Call Center,Inversión Segura,16147.02,51,No,4508.94,Enero,A38,76.89,0.35,Baja,54
C01112,,Sucursal,Plan Retiro,9594.31,53,Sí,2608.37,Febrero,A18,-5.0,0.51,Media,1
C01113,Norte,Unknown,Ahorro Plus,18752.68,42,Sí,3074.69,Enero,A48,84.96,0.57,Alta,13
C01114,,Call Center,Plan Retiro,18491.1,23,No,4035.0,Enero,A25,73.18,0.73,Ninguna,43
C01115,,Unknown,Ahorro Plus,10650.1,41,Sí,3280.04,Mayo,A15,99.06,0.62,Baja,27
C01116,Sur,Unknown,Ahorro Plus,11701.87,35,Sí,3255.09,Marzo,A16,91.62,0.59,Media,7
C01117,,Sucursal,Inversión Segura,14289.96,40,No,1026.34,Febrero,A29,90.2,0.43,Ninguna,52
C01118,,Digital,Inversión Segura,11205.74,23,No,3680.64,Abril,A45,78.47,0.48,Baja,3
C01119,,Agente,Inversión Segura,18201.99,46,Desconocido,3055.59,Abril,A41,91.51,0.43,Alta,58
C01120,,Call Center,Inversión Segura,15744.86,42,Sí,3541.57,Marzo,A49,58.99,0.77,Media,25
C01121,,Sucursal,Plan Retiro,9532.21,34,Sí,3183.21,Febrero,A10,93.28,0.28,Alta,33
C01122,Oeste,Unknown,Plan Retiro,10887.65,63,No,2440.84,Abril,A6,109.46,0.1,Alta,40
C01123,Sur,Unknown,Plan Retiro,20938.6,41,No,3894.31,Abril,A18,63.52,0.62,Baja,17
C01124,Sur,Sucursal,Ahorro Plus,22677.81,28,Sí,3198.13,Mayo,A47,83.9,0.26,Alta,45
C01125,Norte,Unknown,Plan Retiro,17693.64,43,No,1710.61,Enero,A18,76.88,0.81,Ninguna,14
C01126,,Unknown,Plan Retiro,13943.62,68,Sí,4308.52,Abril,A46,67.33,0.79,Ninguna,37
C01127,Centro,Unknown,Plan Retiro,12800.19,51,Sí,1569.52,Febrero,A7,59.21,0.16,Alta,58
C01128,Sur,Digital,Inversión Segura,17748.5,45,Sí,3900.93,Marzo,A2,72.29,0.19,Media,56
C01129,,Agente,Plan Retiro,15379.6,20,Sí,4486.93,Mayo,A50,86.36,0.5,Ninguna,54
C01130,,Unknown,Ahorro Plus,6949.64,28,Sí,1893.7,Febrero,A34,107.24,0.59,Baja,23
C01131,Este,Digital,Inversión Segura,20159.34,55,No,2877.24,Mayo,A49,67.16,0.32,Baja,59
C01132,Este,Call Center,Ahorro Plus,N/A,31,No,2784.05,Enero,A28,94.42,0.67,Media,24
C01133,Oeste,Sucursal,Plan Retiro,18686.26,68,Desconocido,2829.03,Abril,A47,93.29,0.58,Media,29
C01134,,Unknown,Inversión Segura,9541.94,43,Sí,4830.24,Febrero,A19,115.08,0.36,Media,38
C01135,Oeste,Unknown,Ahorro Plus,11815.87,65,Sí,1905.28,Marzo,A33,98.57,0.12,Ninguna,59
C01136,,Unknown,Plan Retiro,5711.4,38,Sí,2693.43,Enero,A45,99.43,0.7,Media,54
C01137,Centro,Sucursal,Ahorro Plus,22980.24,56,Sí,4503.32,Enero,A40,100.49,0.27,Ninguna,27
C01138,,Unknown,Ahorro Plus,13216.31,47,No,2677.05,Mayo,A4,76.14,0.77,Alta,38
C01139,,Sucursal,Ahorro Plus,26666.45,25,No,2064.22,Enero,A39,81.41,0.44,Ninguna,53
C01140,,Call Center,Plan Retiro,24776.15,68,No,3263.01,Febrero,A35,106.75,0.56,Baja,40
C01141,Norte,Digital,Plan Retiro,10482.87,37,Sí,3805.64,Mayo,A30,59.24,0.8,Media,45
C01142,,Unknown,Ahorro Plus,11458.66,65,Sí,2607.16,Enero,A7,79.77,0.79,Baja,50
C01143,Oeste,Unknown,Inversión Segura,17330.95,49,No,3554.37,Marzo,A7,70.04,0.4,Alta,23
C01144,Sur,Call Center,Inversión Segura,6227.29,39,Sí,1623.38,Febrero,A23,93.51,0.27,Alta,31
C01145,Sur,Digital,Plan Retiro,12808.7,24,No,1678.97,Marzo,A30,83.68,0.72,Alta,36
C01146,Este,Call Center,Plan Retiro,12309.2,26,Desconocido,2559.91,Marzo,A20,99.39,0.45,Alta,17
C01147,Centro,Unknown,Plan Retiro,24255.83,62,Sí,3590.02,Mayo,A31,88.37,0.25,Media,37
C01148,Centro,Unknown,Plan Retiro,15805.09,18,No,3761.5,Abril,A30,66.81,0.82,Baja,3
C01149,Norte,Unknown,Plan Retiro,13576.17,46,No,1817.98,Mayo,A25,67.5,0.26,Baja,36
C01150,Oeste,Sucursal,Inversión Segura,11842.58,-1,Sí,3724.42,Febrero,A46,89.91,0.12,Alta,55
C01151,Este,Sucursal,Plan Retiro,19470.25,21,No,3166.51,Febrero,A6,78.43,0.12,Ninguna,5
C01152,,Digital,Ahorro Plus,12516.45,52,Sí,2120.8,Mayo,A34,82.01,0.6,Baja,46
C01153,Centro,Unknown,Ahorro Plus,14748.59,20,Sí,1665.81,Abril,A33,104.08,0.63,Ninguna,15
C01154,Sur,Agente,Inversión Segura,11804.38,-1,No,3229.82,Mayo,A24,101.39,0.35,Baja,52
C01155,,Unknown,Ahorro Plus,7412.31,57,No,4289.56,Febrero,A27,116.97,0.36,Alta,49
C01156,,Digital,Inversión Segura,10019.82,24,Sí,3035.52,Abril,A4,85.25,0.37,Media,6
C01157,Este,Agente,Inversión Segura,12490.14,44,Sí,2065.08,Febrero,A9,80.38,0.64,Baja,59
C01158,Oeste,Call Center,Ahorro Plus,13683.73,18,No,1131.98,Abril,A9,96.27,0.15,Alta,10
C01159,Oeste,Unknown,Plan Retiro,13902.88,44,No,4529.49,Abril,A48,81.59,0.84,Alta,54
C01160,,Call Center,Ahorro Plus,14555.4,33,No,4041.85,Mayo,A45,82.08,0.28,Alta,32
C01161,,Unknown,Ahorro Plus,12556.56,55,Sí,3302.08,Mayo,A33,86.97,0.9,Alta,23
C01162,Centro,Unknown,Inversión Segura,21745.63,24,Desconocido,4477.99,Mayo,A25,114.79,0.24,Media,48
C01163,Oeste,Unknown,Ahorro Plus,19739.92,61,Sí,3223.92,Abril,A30,100.56,0.72,Media,17
C01164,Sur,Agente,Inversión Segura,14324.45,40,No,2468.96,Abril,A24,102.13,0.28,Alta,46
C01165,Este,Unknown,Plan Retiro,16271.29,58,Sí,3555.13,Febrero,A50,114.12,0.16,Baja,20
C01166,,Sucursal,Plan Retiro,13139.56,-1,No,2170.27,Marzo,A49,103.54,0.8,Media,44
C01167,,Agente,Plan Retiro,782.57,59,Sí,2004.35,Mayo,A16,73.03,0.79,Alta,41
C01168,,Digital,Ahorro Plus,15102.47,50,Sí,3771.61,Febrero,A44,103.31,0.42,Alta,15
C01169,Norte,Sucursal,Inversión Segura,16528.07,67,Sí,3855.76,Febrero,A6,105.21,0.66,Alta,44
C01170,,Sucursal,Plan Retiro,6936.69,53,Sí,1726.26,Enero,A23,99.78,0.55,Media,46
C01171,,Digital,Inversión Segura,17497.06,54,No,1763.2,Mayo,A19,87.07,0.78,Alta,58
C01172,,Unknown,Inversión Segura,13597.12,58,No,2554.95,Febrero,A36,98.19,0.35,Media,22
C01173,Norte,Sucursal,Plan Retiro,16689.67,34,Desconocido,2288.7,Enero,A10,89.7,0.52,Baja,50
C01174,Centro,Unknown,Plan Retiro,13748.01,52,Sí,3476.49,Mayo,A3,75.33,0.49,Media,52
C01175,Sur,Agente,Inversión Segura,21254.77,65,No,3048.05,Abril,A48,79.06,0.38,Alta,6
C01176,Norte,Unknown,Plan Retiro,16131.14,22,No,4164.91,Enero,A9,100.56,0.81,Media,4
C01177,,Sucursal,Inversión Segura,20012.08,65,Sí,3317.26,Abril,A5,76.41,0.23,Baja,58
C01178,,Agente,Inversión Segura,20423.63,49,Sí,2355.42,Marzo,A11,77.83,0.22,Ninguna,23
C01179,Centro,Call Center,Plan Retiro,N/A,20,No,1108.87,Marzo,A12,101.3,0.56,Baja,44
C01180,,Agente,Ahorro Plus,11304.92,69,Desconocido,3179.46,Marzo,A44,92.01,0.63,Media,45
C01181,,Unknown,Plan Retiro,17258.05,64,No,1289.67,Marzo,A46,98.66,0.26,Media,19
C01182,,Agente,Ahorro Plus,13172.31,52,Sí,2343.04,Febrero,A22,-5.0,0.41,Media,54
C01183,,Digital,Inversión Segura,13806.97,69,No,2278.27,Marzo,A5,98.24,0.86,Ninguna,45
C01184,,Unknown,Inversión Segura,21432.82,31,Sí,2491.57,Febrero,A8,80.1,0.3,Alta,31
C01185,Este,Unknown,Ahorro Plus,13448.17,65,No,1683.97,Febrero,A40,74.75,0.63,Ninguna,44
C01186,,Call Center,Inversión Segura,10155.35,48,No,2274.72,Mayo,A20,82.42,0.69,Baja,52
C01187,,Digital,Ahorro Plus,10831.0,48,Sí,4145.9,Febrero,A48,110.43,0.46,Baja,3
C01188,Centro,Unknown,Ahorro Plus,25911.78,34,No,4143.15,Febrero,A47,84.53,0.85,Alta,28
C01189,,Agente,Inversión Segura,14108.9,41,Sí,4532.5,Marzo,A38,123.02,0.69,Baja,3
C01190,Oeste,Unknown,Ahorro Plus,8178.76,69,Desconocido,3010.15,Febrero,A10,59.07,0.47,Media,14
C01191,,Call Center,Plan Retiro,6152.71,40,Sí,3271.22,Abril,A30,66.81,0.56,Alta,18
C01192,Centro,Digital,Plan Retiro,11876.82,35,Sí,4160.61,Marzo,A22,109.86,0.65,Alta,27
C01193,Oeste,Unknown,Inversión Segura,14017.39,67,Sí,1529.34,Enero,A24,113.63,0.57,Ninguna,51
C01194,,Unknown,Inversión Segura,19745.87,31,Sí,3805.63,Marzo,A34,77.05,0.8,Media,10
C01195,Este,Call Center,Ahorro Plus,19261.73,67,Sí,,Febrero,A50,91.03,0.39,Media,49
C01196,,Unknown,Ahorro Plus,14968.27,32,No,2111.04,Abril,A28,100.68,0.34,Alta,15
C01197,,Agente,Ahorro Plus,12729.16,32,No,4382.64,Marzo,A3,86.56,0.27,Baja,19
C01198,Centro,Call Center,Ahorro Plus,16698.01,23,No,5057.72,Abril,A28,92.25,0.13,Baja,9
C01199,Norte,Unknown,Plan Retiro,6256.27,44,Sí,3777.85,Enero,A17,90.16,0.13,Baja,4
C01200,Oeste,Sucursal,Plan Retiro,24905.4,32,No,3594.5,Enero,A17,67.78,0.8,Media,15
